,name,desc,date
1183,Loly Labs,"Loly Labs is an AI dating app on the blockchain, that uses ethereum-based smart-contracts to log consent, and keeps data secure.

The founder Adryenn Ashley is currently pursuing her Masters in Data Science at Hopkins.  She serves an adviser for two tech/block chain based accelerators.

  ",2019-10-31T22:46:00.082Z
1184,Voice Vibes,"VoiceVibes empowers people to be more effective communicators. They have an innovative voice analytics technology that shows how you can improve your oral communication and make the best impression

Seems like a really cool company.  CTO George Cancro works at APL https://www.linkedin.com/in/george-cancro-ba082916/

https://www.crunchbase.com/organization/voicevibes-inc#section-overview
Has raised mostly grant funding but also some seed money",2019-11-22T19:27:10.511Z
1185,Loginhood,"Loginhood
https://loginhood.io/

Hopkins Connect
Dean Shapero
https://www.linkedin.com/in/dean-shapero-3a8a675b/

What does this company do?
Data production products built for users & businesses. 

Why might it be interesting for ALC?
Data privacy is a pertinent issue and consumers might want to monetize their habits. Loginhood is the broker.  ",2021-11-10T19:13:17.336Z
1186,Roper,"Roper provides beef producers with real-time decision support to optimize cattle health and productivity using a solar-powered, GPS-enabled health wearable and companion mobile app. Allows ranchers to maximize herd fertility and nutrition, sustainably manage grazing, and pinpoint cattle that are sick or distressed.
https://www.ropertag.com/

Maeve Garigan - MechE '01
https://www.linkedin.com/in/garigan/

335k in non-dilutive funding
https://www.crunchbase.com/organization/roper#section-overview
",2021-01-05T15:34:56.114Z
1187,Gentem Health,"https://www.gentem.co/
",2020-09-23T23:15:08.394Z
1188,The Design Way,"The Design Way is trying to encourage and incorporate design thinking in Indian school systems at a young level.

Founder and CEO Lavina Utamani did an internship at Hopkins in 2016",2020-09-29T01:38:25.716Z
1189,Sesh,,2020-10-18T15:44:14.933Z
1190,Levy Electric (Scooter Company),"CEO MechE @ Hop - Eric LevenSeller - https://www.linkedin.com/in/ericlevenseller/

https://www.levyelectric.com/",2021-01-24T18:35:30.541Z
1191,HealthTalk A.I.,"https://www.healthtalkai.com/
https://www.linkedin.com/in/jason-l-hansen/
crunchbase:50k
measures patient satisfaction, scheduling/communication through texts",2021-01-27T07:41:45.871Z
1192,Mindsumo,"**Description** MindSumo is the largest millennial community for open innovation and insights. MindSumo helps companies connect with college students through real-world, skill-based competitions. By solving interesting problems, students gain experience, win cash prizes, and stand out to potential employers. Companies receive innovative ideas, and can identify top candidates based on actual work samples.

Founded in 2011 with 1M funding so far. Has several notable investors ( Google Ventures, Voyager Capital, and Data Collective)
https://www.crunchbase.com/organization/mindsumo#section-overview

**Team** Keaton Swett BA Economics JHU 2009
https://www.linkedin.com/in/keatonswett/

**Additional** Might be too big for us. ",2021-10-05T18:01:07.205Z
1193,fabric,"Saul Garlick: https://www.linkedin.com/in/saulgarlick/
https://www.sparkfabric.com/
AR social media app
1m angel round

",2021-10-05T18:01:23.935Z
1194,GoZero,"https://www.linkedin.com/in/garrettstanwick/
https://www.gozeropackaging.com/
sustainable cannabis manufacturing
",2021-10-05T18:01:36.656Z
1195,Majority labs,"https://www.majoritylabs.digital/ 
Peter sargent: https://www.linkedin.com/in/peter-sargent-406a923b/ 
Groundgame: all in one for political organization
Memeteam: organization and distribution of materials through social media
",2021-10-05T18:02:25.116Z
1196,Humanity,https://www.linkedin.com/in/aaron-marks-564075a/,2021-10-13T16:15:44.471Z
1197,"Insight Optics, Inc.","https://www.linkedin.com/in/aaronenten/

Masters at Hopkins

pre-seed round 150k in 2019.

https://io.care/

PaaS connecting general care providers to local specialists for video data transfer.

""At Insight Optics, our goal is to increase compliance rates by bringing trained ophthalmologists to the point of primary care. Our mobile imaging network allows primary care physicians to record and forward fundus examinations to local ophthalmologists for review. This increases the screening, diagnostic, and monitoring capabilities at the primary level while providing patients with earlier disease detection and treatment options.""
",2021-10-21T04:36:22.108Z
1198,Breeze Technologies,"https://www.linkedin.com/in/stefan-kouumdjiev-993a1694/

Contactless restaurant menus that let dine-in customers send their orders directly to the kitchen from their phones.

https://www.breezetab.com/",2021-10-21T05:06:31.794Z
1199,OpenCellAI,"OpenCell AI is leveraging the latest advances in computer vision and machine learning to develop commercial software that can screen all clinical microscopy data and automatically assign a preliminary diagnosis amongst a roster of validated diseases

https://www.linkedin.com/in/henri-berger-54ba3b160/

",2021-10-21T05:07:02.565Z
1200,Rove Companies,"https://www.rovecompanies.com/

https://www.linkedin.com/in/jeff-zeiders-9a471538/

a growing family of men's subscription brands.",2021-10-21T05:10:39.155Z
1201,Clartet (Stealth),"https://www.linkedin.com/in/naftali-z-frankel-828540145/

Stealth Patient Platform for clinical trials",2021-10-27T19:40:57.331Z
1202,Jargony,"A cloud-based platform that empowers clinicians to easily store, optimize, and share clinical documents like templates, preference cards, consent forms, or patient instructions.

Tyler McClintock - BS in 2009. Got MD and became urologist at Harvard Medical School. In process of Harvard MBA.
https://www.linkedin.com/in/tylerrmcclintock/

tmcclintock@mba2021.hbs.edu",2021-11-07T22:28:04.653Z
1203,PadSplit,"https://www.padsplit.com/
Co-living services provider, currently focused on SE US

Frank Furman (MS'07) https://www.linkedin.com/in/frank-furman-4b70b353/

Raised $14.7M USD through $4.5M Series A. 1984 Ventures, Access Ventures, Alate Partners, Alexander & Edwards Publishing, Base Ventures, Builders VC, Citi Ventures, Citigroup Alternative Investments, Core Innovation Capital, Cox Enterprises, Enterprise Community Partners, Impact Engine, Kapor Capital, Kern Venture Group, MetaProp NYC, Overline, Purpose Built Ventures, Service Provider Capital, Techstars, WndrCo

",2021-11-16T22:40:25.924Z
1204,Global Wonks,"Founder/CEO/JHU connect: https://www.linkedin.com/in/cenksidar/
website: https://www.globalwonks.com/",2021-12-20T20:33:36.325Z
1205,Finny,"https://www.linkedin.com/in/chihee/
askfinny.com
Game-based, personalized financial education to help you make better financial decisions.
",2022-04-21T19:18:11.576Z
1206,Clarista.io,"https://clarista.io/
Clarista empowers your data teams to integrate these dimensions into a simple, unified experience for your business teams.

Suvrat Bansal (Founder and CEO)
Specialization Certificate in Data Science at JHU. Strong background in data analytics in IB. 
https://www.linkedin.com/in/suvrat-bansal-b45651/details/education/",2022-04-21T19:18:23.481Z
1207,Hcare Health - Leveraging privacy-driven technology to reduce readmissions + amplify the quality of life for patients + physicians,"The first PBC (public benefit corporation) in healthcare for patient-centric personalization at scale using globally-proven A.I. technology with a HIPAA + GDPR compliant security architecture.

Why it might be interesting? 
Developed proprietary AI tech(inventor part of the co-founding team), raised 600k pre-seed. Raising Safe Note $2M Series A @10M Valuation.
JHU Connect - Megan Thorp https://www.linkedin.com/in/megan-thorp/ JHU Carey MBA '22


CLOSING  Series A ROUND APRIL 22/2022 
Their MainStage pitch deck: https://hcare.themainstage.com/#deal",2022-04-24T14:29:13.200Z
1208,Lesson Cast,"**Description** Lessoncast is an enterprise platform to capture, curate, and share short, multimedia, teacher effectiveness presentations.

**Team** Nicole Tucker-Smith CEO certificate in school administration from Hopkins",2019-10-13T20:07:14.983Z
1209,Cortx,,2019-09-29T20:34:24.224Z
1210,Avostart.fr,">>Avostart.fr is a platform that provides a service of legal information and connects users and lawyers. Users can ask questions and get an expert answer for free. Avostart.fr was founded on 2015 and is headquartered in Paris, France.

>>Co-Founder and COO Raphaël Jabol BA Poli Sci JHU 2009",2019-09-29T20:29:54.457Z
1211,Enobis,"Bill Lewis MSE Hopkins

This company doesn't fit our SaaS profile and is a systems integrator which is not promising for revenue multiples
",2019-09-24T01:30:27.835Z
1212,M Collection,"**Description** M Collection is a furniture store founded by husband and wife duo Niki and Shaokao Cheng. They specialize in modern furniture products and design consulting through their main storefront located in Brooklyn.

**Team** Shaoko Cheng has a BSEE & MS in Electrical Engineering from JHU. Jesse Newman-Morris, a fellow EE grad from JHU, also hosts a furniture line through M Collection.

**Additional** Reviews so far are stellar, they have a partnerships with Calligaris (a leader in high-end furniture design), and a lot of press about their products. ",2019-09-11T14:29:57.101Z
1213,givlet,"**Description** Givlet is a cloud–based platform that enables users to fundraise for their favorite charities. Users can create and share donation pages, track and harness campaign insights, and manage and build donor relationships.
https://www.crunchbase.com/organization/givlet#section-overview

**Team** Jack Funk BA Economics JHU 2009

**Additional** This company has clearly made no progress in many years it's most likely defunct. Not worth our time pursuing",2019-09-11T03:03:00.572Z
1214,Agira Photonics,"**Description** Agira Photonics (founded 2014) designs optical films for superior light management solving problems of Energy Efficiency, Brightness Gain and simultaneously enable new functions such as comfort and glare reduction. 

**Team** Ceo & Founder Bal Mukund Dhar got his PhD from Johns Hopkins (2010)

**Website** https://www.agiraphotonics.com/
",2019-09-11T03:03:47.741Z
1215,Theracord,,2018-11-01T07:13:10.589Z
1216,RadRounds Radiology network,,2018-02-07T23:34:43.752Z
1217,Fyodor Biotechnologies,,2018-02-07T23:34:35.603Z
1218,pregmama,,2018-02-07T23:51:36.241Z
1219,SalvaBio,,2018-02-07T23:57:14.206Z
1220,LawIQ,,2018-09-13T00:01:41.874Z
1221,Hunterian Medicine,,2018-02-07T23:59:01.215Z
1222,BusyGrad,,2018-02-16T20:07:03.479Z
1223,Goba Tea,"Founder is Byron D'Mello, current hopkins sophomore. 
Told me he is interested in getting seed funding at the beginning of the summer, and wants to wait to finish the semester. 

Goba Tea is innovating on the popular bubble tea drink by providing it in a bottled form, which is much more convenient and accessible. 

Linkedin: https://www.linkedin.com/in/byron-d-mello-51462b156/
-Patrick Huie",2018-09-13T00:00:59.506Z
1224,Haloscientific,,2018-02-21T23:06:09.715Z
1225,Tearn,,2018-04-02T18:23:42.813Z
1226,HERO LAB,,2018-02-21T23:06:25.010Z
1227,Blockcare,http://blockcare.network/,2018-04-02T18:23:23.987Z
1228,Pop Scope,,2018-02-21T23:06:42.937Z
1229,SIMetry,,2018-02-21T23:06:57.236Z
1230,TraveLit,"Linkedin: https://www.linkedin.com/in/christinacguo/
International based company. 
Creates travel products based on what people engaged on their social media wants. Very early stage.
-Patrick Huie",2018-09-13T00:02:02.455Z
1231,Lucky Oyster,Same founder as Beanbox,2018-09-13T00:02:56.896Z
1232,Hop Theory,,2018-09-13T00:04:58.061Z
1233,Caressa.ai,,2018-09-13T00:20:55.897Z
1234,ConnectMD,,2018-09-13T00:21:50.242Z
1235,b.well,"https://www.icanbwell.com/#icanbwell

not sure it has jhu founders on the team- it was on a hopkins site and in baltimore.",2018-09-13T00:23:16.277Z
1236,Welby H.E.L.P,"Hexcite Cohort 2017
A patient education tool that empowers patients with a decision support portal",2018-09-13T00:26:34.537Z
1237,OtoGlobal,"Not investable: essentially a design team project, student lead isn't very focused, has a lot of other projects he is also working on.",2018-09-17T16:06:50.694Z
1238,3Helix,"Company created by Dr. Li, a JHU post doc Class of 2013 chemistry major. The company sells collagen. ",2018-09-13T00:28:26.374Z
1239,USee,"USee is the affordable, transportable, easy-to-use vision correction kit designed to suit the needs of the 2.5 billion people for whom glasses are necessary yet inaccessible. With USee, anyone, with less than a day of training, can a) measure refractive error, b) determine the lenses needed to correct vision, and c) snap the lenses into attractive frames. The entire process takes just minutes and does not require an eye-care professional. Both clinical and field trials have been successful.

--> created by Kevin White, flex MBA at Carey. Invented USee thru his company Global Vision 2020. The USee system was designed to help provide prescription eyeglasses to people in lower-income countries. 

How it works:
USee diagnostic tool works like a pair of binoculars and requires minimal training to operate. The patient looks through the device while turning a focus knob until they can see clearly. The USee kit includes an assortment of premade lenses, which correspond to measurements on the diagnostic tool. The premade lenses are snapped into a frame providing the patient with an instant pair of glasses.

Wins:
- Was one of two $1 million prize winners at the first WeWork Creator Awards Global Finals in New York in January 2018. 
- Won NatGeo Chasing Genius contest in 2017",2018-09-13T00:30:06.672Z
1240,Poof!,,2018-09-13T00:30:53.054Z
1241,GoBuySide - talent recruiting for finance alternative firms,,2018-09-13T00:36:17.342Z
1242,Jobr App,,2018-09-13T00:36:23.017Z
1243,Zoog,,2018-09-13T00:38:06.053Z
1244,The Concert Truck,,2018-09-13T00:44:45.753Z
1245,3Dnamics,,2018-09-13T00:45:02.269Z
1246,Admit.me,,2018-09-13T00:47:05.232Z
1247,BlockMedX,"""BlockMedx is building a secure e-prescribing platform for physicians to prescribe, pharmacists to fill, and patients to manage prescriptions.""

Token launch Q2 2018. Presale going on right now. 

https://blockmedx.com/en/

Hopkins' Affiliate: Jim Liew - Advisor

I put the due date as 7/1/2018 because they haven't announced the specific date of their token sale, just Q2 2018. - Travis",2018-09-13T00:48:24.081Z
1248,Organome,,2018-09-13T00:58:23.078Z
1249,Corus,,2018-09-13T01:03:16.541Z
1250,UnitePlug," An interactive language learning app for k-12 students across the world. 

Hopkins connect: https://angel.co/minki-jung",2018-09-13T01:04:04.981Z
1251,TurtlShell,,2018-09-13T01:08:29.659Z
1252,Vision Interchange,"Company launched by Nan Zhang, a neuroscience major at JHU class of 2012. People send old glasses to Vision Interchange and they retrofit them with new lenses. ",2018-09-13T01:10:52.348Z
1253,BarberFleet,,2018-09-13T01:16:54.744Z
1254,CodeStax,,2018-09-13T01:17:58.312Z
1255,B Society,"Lead: Co-founder and COO: Brian Hopkins (JHU '10)

Website: http://www.bsociety.io/",2018-09-13T01:22:29.310Z
1256,Elsa,,2018-09-13T01:27:27.930Z
1257,Glissando - hasn't applied,,2018-09-13T01:28:41.704Z
1258,HotSpot,,2018-09-13T17:32:41.542Z
1259,Teampassword,"https://www.teampassword.com/
CEO also owns smartlogic -a software consulting company (strong coding and product ability",2018-09-13T20:43:54.767Z
1260,Voracity Bikes,,2018-09-14T04:01:55.372Z
1261,ECF Biosolutions,https://www.ecfbiosolutions.com,2018-09-15T18:35:56.371Z
1262,MatrixMed,,2018-09-16T13:25:12.077Z
1263,Small pharma,,2018-09-16T13:44:31.117Z
1264,Urova medical,,2018-09-16T14:10:22.308Z
1265,Astraeus Technologies,,2018-09-16T18:21:46.689Z
1266,Tine Health,,2018-09-16T18:23:24.382Z
1267,Soar Baltimore,,2018-09-16T18:27:33.274Z
1268,Compared Care,,2018-09-16T18:41:30.778Z
1269,Sensics,"Not investable: Founder and JHU connection has moved on to NVIDIA.



Sensics delivers cutting-edge VR products for the world’s top organizations.
We build off-the-shelf VR products and also create unique products to meet special requirements.
We’ve delivered products for many markets: entertainment, military, medical, consumer and more.


Raised $3M so far, last funding round was in 2015. Active according to Crunchbase.
https://www.crunchbase.com/organization/sensics#section-overview",2018-09-17T16:27:05.477Z
1270,RightClick,"Defunct: website is down and the CEO works at GUESS?
 
a startup that is developing new AI and Chatbot technologies to enhance the website-building process as well as providing intelligent marketing insights. 
30,000 by Telluride Venture Accelerator",2018-09-17T16:51:03.988Z
1271,ProspectWise,"Not investable: Hopkins connect left and founded dataPlor
",2018-09-17T17:47:44.368Z
1272,NeoSED,Defunct/Not investible: Appears to have been some sort of design/research project.  Their wix page has been taken down (http://neonatalhealth.wix.com/neosed).,2018-09-17T21:44:38.097Z
1273,Animal Element - Chris Jones,,2018-09-19T21:10:48.471Z
1274,Linkapedia,"https://www.linkapedia.com/ Linkapedia is an interest based advertising platform that enables publishers and advertisers to monetize their traffic, and distribute their content to engaged audiences. As opposed to a plain search engine which delivers what users already know, Linkapedia’s AI algorithms understand the interests of users and helps them discover something new they may like even if they don’t already know to look for it. ",2018-09-23T20:14:07.810Z
1275,yourbevco,"YourBevCo, LLC is a beverage device company developing a pipeline of innovative, disruptive consumer devices that safely and effectively remove problematic ingredients from beverages that are known to cause allergic or sensitivity reactions.",2018-09-23T20:14:27.272Z
1276,Tcrunch,,2018-09-28T21:05:11.020Z
1277,SynoPTsis,,2018-10-24T23:28:19.609Z
1278,TAG Cyber LLC,"Founder: Edward Amoroso (worked as senior scientist for APL for many years... does this count?) 

""TAG Cyber provides Advanced Cyber Security Advisory, Training, Consulting, and Media Services for Global Enterprise and Federal Government Chief Information Security Officer (CISO) Teams."" - Linkedin

Linkedin: https://www.linkedin.com/in/edward-amoroso-8b869b82/

website: https://www.tag-cyber.com/

""We also offer a daily variety of cyber security content through our website, social media, and related distribution channels. We complement this with customized training courses, expert cyber security consulting (for a modest fee), eBook publications, and related services such as professional CISO coaching. Early returns suggest we have the right formula. We are growing."" - website

-Patrick Huie",2018-10-30T16:14:42.628Z
1279,Syntonics,"Syntonics provides advanced RF-over-Fiber systems and innovative RF technologies for military, civil, and industrial markets
Steven Gemeny: Hopkins connection",2018-10-30T17:11:18.715Z
1280,Pi Therapeutics,,2019-10-13T20:45:47.273Z
1281,InteleHealth,,2019-04-10T22:48:32.383Z
1282,Snag-a-Slip,,2019-04-11T13:20:14.455Z
1283,Sempre Health,"Behavior-based dynamic pricing for healthcare. Incentivizing healthy choices via ""good driver discounts"" ",2019-07-25T00:53:49.852Z
1284,Wilton Cross Wellness,"Yury Yakubchyk's newest venture-- modern rehabilitation centers for drug addiction.

Deck is in drive.

Still very early stages, so no other public info",2019-09-01T17:13:25.264Z
1285,SpaceGrab,,2019-09-04T19:20:16.647Z
1286,Current,Current.co,2019-09-08T21:27:26.340Z
1287,Indgo,"Mobile App that acts as a local event finder. Users can post events on a virtual map for other users to view and be invited to. Company founded in March 2019. 

""Discover popular events! Indgo is a social media platform for finding new events that are happening around you everyday. We showcase over 5,000 events daily on a custom map--happy hours, networking events, workout classes--in 50 states and over 100 cities."" - Taken from App Store

https://apps.apple.com/us/app/indgo/id1444956211 

Hopkins Connect: Greg Kogut, BS in CS at Hopkins. 
Additional Activities Listed: Captain of Swim Team @ Hop.

Funding: Just raised $55,000 / Pre Seed in Jun 1, 2019",2019-09-08T21:31:46.696Z
1288,MedRepublic,"Direct-to-doctor online marketplace connecting patients to world-class international providers. Helping users find quality care around the world.

Physicians(90+) on the platform are rigorously vetted by a board of American Physicians. The platform provides users with an easily navigatable database of physicians for users to choose from. Pricing quotes are immediately given.

Last Round of Funding:
- 800K in 2016
- New funding from StreetEdge Capital May 2018(unknown amount)

Loose Hopkins Connection: 

Jamie S - Their Financial Analyst Intern ",2019-09-08T21:33:48.819Z
1289,D5ai,"Hopkins Connect: James Baker

Founder, Chairman and CEO of Dragon Systems. Grew Dragon from start-up to $70 million annual revenue. Developed key concepts that have become the standard for high performance speech recognition.

D5AI is a creative newly started company doing research and development in artificial intelligence. D5AI specializes in expanding the capabilities of deep learning beyond its present limits
",2019-09-08T21:35:34.509Z
1290,ArmyAsap,,2019-09-08T21:43:36.178Z
1291,Messari,Hopkins alumna Katherine Wu is director of biz dev,2019-09-08T23:50:38.574Z
1292,SequeBase,,2019-09-09T00:02:43.078Z
1293,WINII,,2019-09-09T00:04:16.342Z
1294,MeraDoctor,,2019-09-09T00:05:28.371Z
1295,Flapp,,2019-09-09T00:10:10.892Z
1296,LendLine - Sarah Masters,,2019-09-09T00:22:23.051Z
1297,Venture.io,,2019-09-09T00:27:00.213Z
1298,Digital Medical - research w JHU prof,,2019-09-09T00:33:23.943Z
1299,Plaqate,,2019-09-09T00:35:15.589Z
1300,Investigga,"Investigga is a crowdfunding platform for technologic, scientific, academic and journalistic research projects.

They provide an online platform where researchers communicate the problems they want to study and explain how the potential outcomes could positively impact their communities.

Website: http://investigga.com/?lang=en

Co-Founder and Research Director: Linda Bucay",2019-09-09T00:40:24.730Z
1301,JuneBrain,,2019-09-09T02:10:03.231Z
1302,PIVOT,"Create a pathway for women leaving prison to reclaim their lives, rejoin their families and reinvigorate their communities.
",2019-09-09T20:57:33.027Z
1303,The GIVEN,"Founder - Paul Kang
Website - www.thegiven.co
Pitch Deck - https://www.dropbox.com/s/74mrn6zfsle91kn/The%20GIVEN%20-%20A%20Level%20Capital.pdf?dl=0
",2019-09-10T17:27:38.680Z
1304,ui,"An acquaintance of mine, James Henry, is starting this biz up with a co-founder. It's a web/app-based ride sharing platform where they are looking to launch in the U.S. and Pakistan. Right now they're continuing to improve their website and are about to reach out to major festival contacts (i.e. Burning Man) to get their product marketed through their platform for festival-goes to use to hitch rides with other festival-goers. James also has a key contact in Pakistan (the son of some important minister), where they're also looking to initially gain traction. There is a $1.5b company in Europe that's doing the same thing and who stated they are not looking to expand in the U.S., which prompted James to undertake the venture. James is earning his Investments Certificate at the Carey Business School. He is a serial entrepreneur.",2019-09-10T17:28:59.936Z
1305,STEMtastic,"Founder - Alex Norris https://www.linkedin.com/in/alexisleighnorris/
Website - https://www.stemtastic.net/

Non-profit focused on teaching STEM to children in a holistic manner.",2019-09-10T17:33:12.020Z
1306,Photocyclia,"Founder - Alfred C Chin
Pitch Deck - https://www.dropbox.com/s/ogv41ehm9yfdqdw/Photocyclica%20Pitch.docx?dl=0",2019-09-10T18:52:37.765Z
1307,Cubix Health Technologies,,2019-09-10T18:56:15.995Z
1308,Innovaccer,,2019-09-11T20:17:13.012Z
1309,Square Roots,"https://squarerootsgrow.com
Hannah Sharaf '12: https://www.linkedin.com/in/hannahsharaf/
https://www.crunchbase.com/organization/square-roots-urban-growers
https://beta.techcrunch.com/2017/08/23/square-roots-seed-funding/",2019-09-11T21:16:10.816Z
1310,Cognoscenti Systems,"https://www.crunchbase.com/organization/cognoscenti-systems#section-current-team
https://www.linkedin.com/in/david-viel-42b2287/
",2019-09-11T21:43:10.220Z
1311,BCD Innovations,"BCD is working on a highly accurate molecular test for the diagnosis of bladder cancer; expected to launch in the market in 2018
CEO, Chulso Moon is Hopkins connection",2019-09-11T21:44:46.638Z
1312,Distribution Health,Develop a workforce that distributes health care services in the Baltimore area,2019-09-11T21:45:02.507Z
1313,Surge Health,,2019-09-11T22:04:44.003Z
1314,MyRentHero,"Marketplace for off-campus housing for college students: http://www.myrenthero.com/

Funding - have raised pre-seed and seed rounds in 2017 and 2018 respectively.  No numbers given: https://www.crunchbase.com/organization/my-rent-hero#section-funding-rounds

Eliana Drescher is a venture for America fellow and head of product at MyRentHero.",2019-09-11T23:03:36.454Z
1315,Parallax Enterprises,"""Parallax Enterprises offers CHaRM, an OR system that displays the patient’s critical information and an e-checklist of the procedure."" https://parallaxenterprises.com/

Funding: Have raised $1 million to date looking to raise second round soon

Dave Prakash is the CEO and Hopkins connect https://www.linkedin.com/in/dave-prakash/",2019-09-12T01:11:48.364Z
1316,Cardea,,2019-09-16T03:15:06.333Z
1317,Paygevity,"https://www.bizjournals.com/baltimore/news/2018/12/07/new-york-fintech-plans-to-open-second-office-add.html?s=print

Hop connect is founder & pres Louis Young (KSAS '08)

Currently raising a $1m round with plans to open a second office in Baltimore",2019-09-16T03:25:24.831Z
1318,G-RO,,2019-09-18T03:31:56.676Z
1319,NanoDirect,,2019-09-18T03:33:58.508Z
1320,CCxC,"ML credit scoring for microenterprises in Colombia

https://angel.co/ccxc/jobs",2019-09-18T03:34:48.705Z
1321,Capsulomics,"Capsulomics is on a mission to detect cancer of the esophagus and its pre-cancerous condition, Barrett's esophagus early... when it can more effectively be treated, and often cured.

An esophageal cancer diagnosis is something that nobody wants to hear.  Today, this cancer takes 16,000 lives in the United States each year. The primary reason - the current detection method, upper endoscopy, is both invasive and expensive, so it's often not used until symptoms arise.  In over 75% of cases, this is after the cancer has already spread and treatment options are limited, leading to esophageal cancer being the 3rd most lethal cancer in the United States (behind only pancreatic and lung cancer).

Capsulomics early-detection system combines a simple routine test given as part of routine care with our patented DNA biomarkers that accurately test for disease.  Our system is convenient, inexpensive, and accurate, so it can be given to those at risk before cancer symptoms, empowering patients to know earlier, receive necessary treatments, and live a healthier, longer life.",2019-09-29T21:34:13.234Z
1322,Parley Pro,,2019-10-13T15:19:56.086Z
1323,Mindee,"French company using AI to automate the processing of documents

Founder- https://www.linkedin.com/in/georgesryssen/?originalSubdomain=fr

Website- https://mindee.co/
",2019-10-13T19:11:44.822Z
1324,Problem Forward,Looks like more of an upstart boutique data science consultancy rather than a startup but could be promising,2019-10-15T16:07:18.430Z
1325,Tuple Technologies,Predictive AI for sales and marketing. Based in Singapore,2020-02-04T21:20:27.093Z
1326,DeepFarm,,2020-02-04T21:22:35.872Z
1327,TrackOFF,"TrackOFF builds tools to protect users' identities and personal lives. Our mission is help people understand modern tracking threats and regain control of their data. Today's digital environment is complex, that's why we build software with everyday consumers in mind: simple to understand and use. We also believe in the right to privacy—we won't collect or share sensitive user data.

https://www.trackoff.com/",2020-02-22T13:52:49.864Z
1328,ThreatCare,"Threatcare is a cybersecurity platform that allows organizations to simulate intrusions on their network to help improve their people's performance, their processes, and their product utilization. 

Hop Connect: Marcus J. Carey 
",2020-02-22T13:55:01.195Z
1329,Smart Logic,,2020-02-22T13:55:53.579Z
1330,Journey Foods,,2020-02-25T22:43:33.827Z
1331,Apptzr,,2020-02-25T22:45:25.321Z
1332,Hatch,,2020-02-25T23:02:10.108Z
1333,Danae Prosthetics,"Travis - This company is basically FusiForm before FusiForm decided to be a SaaS Business since custom prosthetics is a very small market. I met Winston, the CEO, (not DD, just happened to meet him) and I think they're full of talk without having any actual product/tech (Winston is a painting major from MICA and co-founders also have art degrees). Also, I don't think there is a Hopkins connect. ",2020-02-26T09:41:37.751Z
1334,Tissue Analytics,,2020-05-14T21:55:43.063Z
1335,Heels.co.ng,,2020-05-18T21:35:51.678Z
1336,Lynk,,2020-05-18T21:36:05.898Z
1337,Scotty Labs,"RC autonomous car platform - ""We believe the true opportunities for the future of autonomy lie in unlocking the ability for human and machine to work together to solve the most difficult problems driverless vehicles face.""

Website: https://www.scotty.ai/

Current Amount raised: $6M seed round 

https://www.crunchbase.com/organization/scotty-labs#section-locked-charts",2020-05-19T16:20:43.755Z
1338,BidLogic,"BidLogic offers the first-ever intelligent procurement solution that is a complete end-to-end software product serving companies in the defense supply chain.  BidLogic is a cloud-based software application designed to facilitate transactions between the manufacturing industry and the Defense Department.

Pretty early, joined AngelList in August, 2018.  Founder, Aaron Greenwald, got his masters at JHU.  

LinkedIn: https://www.linkedin.com/company/bidlogic/
Website (not up yet): http://www.bidlogic.co",2020-05-19T16:22:45.126Z
1339,Poolside,"Poolside is a platform connecting restaurants with potential sources of talent. Their goal is to help restaurants make more insightful hiring decisions by having a greater understanding of the needs of their job candidates.

Founder is Maureen Burns, who transferred to Hopkins and completed her BA in International Relations in 2008. https://www.linkedin.com/in/maureen-a-burns-aa152014/. No funding history can be found, the company was formed in 2018.
",2020-05-19T16:38:34.223Z
1340,CallerZen,,2020-05-19T16:41:01.432Z
1341,Last Mile Health,"https://lastmilehealth.org/

Public charity.",2020-09-13T00:47:18.080Z
1342,Delorean Power,,2020-09-24T14:44:49.587Z
1343,RedShare,"https://redshare.red/

Hopkins Connection: Sherry Yiang MSF 
https://www.linkedin.com/in/sherry-yang-8ba331a6/

RedShare provides portable, affordable power banks through kiosks at different venues. Their current operating areas are NYC, Boston, LA, Las Vegas, Vancouver, and Sydney. 

Raised 800k ; Currently raising seed round.",2020-11-03T05:34:49.300Z
1344,Terra's Kitchen - healthy meal delivery similar to blue apron but in recycled cooler container,,2020-11-03T20:01:45.847Z
1345,Kirwan Surgical Products LLC,https://www.linkedin.com/in/kyle-kirwan-b43433122/,2020-11-09T15:55:16.869Z
1346,NVIS/TLC secure,"https://nvis.info/
HC: https://www.linkedin.com/in/aphilsmith/
-  Invisible Internet (NVIS), a blockchain based VPN that is a passport to TSN, the TLC Secure Network, a layer 2 encrypted peer-to-peer global network. Designed to protect strategically vulnerable blockhain nodes,",2020-11-09T17:39:09.455Z
1347,HOPR,,2020-11-10T21:22:13.240Z
1348,VisiSonics,"VisiSonics™ leverages world-class scientific discovery to add a third dimension to the sound you hear electronically, bringing 3D sound to gaming, virtual reality, and entertainment (movies and music) platforms.

Raised $3.5M Venture Round in November 2020

Website: https://visisonics.com/
Hopkins Connect: https://www.linkedin.com/in/ramani-duraiswami-32a50b1/",2021-04-25T16:06:57.737Z
1349,Sesame Analytics,"Stealth FinTech company.

https://www.linkedin.com/in/marc-perkins-cfa-2735553b/
Previously client director @ T-Rex (31M USD from Citi and Viola), Head of Sales @ Finalis (2.6M USD), Senior M&A Associate for IBM Watson, Fixed Income Account Manager @ Bloomberg. KSAS '12",2021-09-13T15:39:12.544Z
